n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
20000,50,1002548.52,105.93,1002425.40,1002769.77,980535.41,582.17,979566.78,981531.17,1168.35,191.98,1060.76,2041.11,1178.95,245.86,1066.60,1823.04,5621.22,266.33,5248.23,6247.38,13032.33,4812.18,7402.44,29205.26,1192.91,191.40,1035.83,1921.95,5949.26,1905.61,2539.47,10105.35,1419.26,731.64,1044.12,3368.00
30000,50,2310641.02,1400.64,2309301.60,2314109.73,2246411.04,745.15,2245203.04,2247409.37,1926.20,258.82,1751.95,2901.68,1793.37,132.83,1702.04,2358.52,34448.63,378.27,33618.08,36102.87,19511.69,8064.87,8480.90,30999.88,2030.27,279.51,1635.25,2951.40,7031.87,2034.00,3531.73,19036.52,1849.23,293.01,1563.78,3027.02
10,60,0.40,0.21,0.32,0.98,0.33,0.01,0.32,0.35,0.51,0.18,0.45,1.85,0.46,0.19,0.39,1.85,1.09,0.53,0.83,4.11,1701.84,47.98,1608.60,2136.35,34.23,5.36,21.82,51.37,1695.06,49.58,1601.56,2284.65,33.65,5.11,23.61,49.80
20,60,1.04,0.09,0.99,1.28,1.04,0.08,1.00,1.27,1.02,0.63,0.78,3.66,0.94,0.70,0.68,3.85,2.26,1.25,1.39,5.20,1696.79,57.28,1593.85,2173.68,33.72,5.37,22.16,51.01,1695.83,54.99,1601.50,2250.51,26.82,4.67,17.46,41.92
30,60,2.55,1.73,1.96,7.48,2.01,0.02,1.99,2.07,1.33,0.42,1.12,3.18,1.20,0.48,0.97,3.31,8.74,0.82,7.88,11.08,1693.39,66.95,1597.54,2408.79,29.36,4.54,19.52,42.73,1700.07,56.53,1604.55,2181.03,32.02,4.69,22.64,46.77
40,60,3.52,0.07,3.47,3.72,3.76,0.73,3.50,5.83,1.86,0.78,1.46,4.32,1.68,0.82,1.26,4.36,11.46,1.10,9.70,14.72,1704.02,79.66,1596.61,2472.00,31.25,4.83,21.17,47.23,1702.12,76.80,1601.41,2452.78,30.75,5.05,21.13,48.09
50,60,5.60,0.69,5.35,7.55,5.70,0.92,5.39,8.33,2.22,0.76,1.79,4.57,2.01,0.82,1.56,4.73,11.70,1.03,9.75,14.83,1699.53,111.52,1597.53,2576.34,32.64,4.94,22.89,49.49,1698.36,71.10,1604.63,2327.61,28.66,5.14,18.52,45.31
60,60,7.57,0.18,7.47,8.04,7.75,0.58,7.51,9.36,2.65,0.75,2.14,5.06,2.36,0.76,1.88,4.95,14.16,1.25,12.29,18.11,1703.54,94.82,1602.93,2511.38,30.20,4.94,19.93,45.64,1705.00,86.52,1610.80,2397.70,35.72,5.11,25.94,53.12
70,60,10.27,0.42,10.06,11.08,10.39,0.57,10.07,11.72,3.00,0.73,2.51,5.48,2.70,0.79,2.20,5.33,15.08,1.33,13.64,19.52,1704.30,84.69,1610.57,2312.70,31.45,4.79,21.95,46.53,1700.19,83.76,1598.09,2405.78,29.44,4.83,19.73,44.66
80,60,13.58,0.64,13.32,15.38,13.68,1.10,13.31,16.81,3.51,0.95,2.81,6.35,2.80,0.72,2.44,5.87,17.74,1.53,15.44,21.97,1713.62,106.38,1614.92,2570.48,33.86,4.92,24.32,49.31,1708.02,86.09,1611.36,2416.23,32.34,4.72,23.49,48.43
90,60,16.94,0.64,16.64,18.55,17.42,1.19,16.68,19.83,4.00,1.05,3.18,6.52,3.63,1.09,2.78,6.08,16.66,1.77,14.17,22.43,1713.05,108.80,1606.99,2537.34,31.96,4.65,22.14,45.44,1705.92,98.70,1605.87,2451.54,34.95,5.20,24.32,53.22
100,60,20.20,0.19,20.12,20.75,20.33,0.55,20.12,21.88,4.17,0.75,3.53,6.69,3.26,0.39,3.07,6.19,19.91,1.84,17.38,25.03,1714.55,124.73,1605.72,2591.02,27.79,4.23,18.90,41.82,1713.20,116.01,1612.77,2623.28,35.03,5.63,23.95,53.86
200,60,80.96,1.40,80.24,84.60,83.77,1.17,82.90,86.23,8.43,0.89,7.15,10.71,7.07,0.83,5.67,9.29,30.19,1.19,28.89,35.89,1759.67,216.70,1625.81,2957.10,33.24,4.43,25.59,47.85,1721.82,134.85,1618.88,2637.32,38.41,6.09,26.70,54.62
300,60,176.77,1.77,175.38,181.06,166.62,3.14,162.83,171.31,12.38,1.54,10.69,16.61,10.72,1.48,8.74,14.71,42.66,1.19,41.01,49.44,1794.11,247.96,1635.58,3037.51,34.14,4.30,26.31,48.92,1741.71,164.27,1617.56,2704.96,47.08,5.76,34.26,64.60
400,60,312.14,2.91,309.66,317.64,292.45,4.36,284.47,299.67,16.56,1.61,13.18,20.35,12.22,0.78,11.60,16.93,51.27,1.91,49.69,62.47,1836.41,303.52,1649.79,3201.58,41.91,4.77,33.39,56.29,1765.60,190.43,1628.84,2807.80,50.59,7.23,35.50,72.69
500,60,484.97,2.35,482.25,489.48,463.29,1.90,459.53,466.97,21.03,2.20,17.12,27.24,15.44,0.42,15.11,18.98,69.39,1.52,67.49,79.84,1877.95,366.31,1654.69,3452.73,50.28,5.61,37.31,69.00,1794.01,237.64,1634.51,2948.85,51.83,8.43,34.94,73.54
600,60,695.60,3.69,689.13,700.48,696.34,1.06,694.80,697.95,24.95,2.43,21.51,30.75,19.72,1.27,18.88,26.02,140.23,3.13,133.93,168.21,1943.64,455.00,1667.37,3617.19,51.61,6.44,38.07,68.59,1800.03,251.17,1637.54,3204.88,59.55,8.60,42.48,88.04
700,60,940.58,3.44,936.14,948.71,913.85,2.49,910.69,920.41,28.27,2.82,24.29,34.87,22.10,1.29,21.28,28.71,430.96,6.85,422.69,481.15,1981.96,525.66,1663.07,3835.36,50.43,6.23,41.27,70.46,1826.05,286.32,1654.85,3350.66,70.93,10.46,48.68,100.02
800,60,1242.98,5.60,1228.36,1248.36,1214.50,3.83,1211.58,1222.17,31.86,2.99,27.73,38.79,24.94,0.59,24.38,28.90,470.48,5.54,460.27,506.45,2024.02,553.71,1670.96,3855.89,67.87,7.13,55.59,100.89,1849.09,320.84,1649.40,3402.22,74.42,10.20,52.35,99.43
900,60,1567.31,28.87,1520.23,1591.30,1535.76,4.81,1530.03,1545.49,36.05,3.76,31.73,45.57,28.62,0.66,27.94,32.70,511.29,19.21,495.44,724.31,2106.61,671.88,1688.17,4089.38,67.48,10.82,50.74,109.13,1877.92,342.50,1666.18,3344.79,73.06,10.67,48.91,100.07
1000,60,2002.91,32.55,1969.75,2057.19,1857.22,2.13,1855.04,1860.62,39.21,4.04,35.03,50.07,31.36,0.71,30.73,35.92,535.87,11.84,517.39,599.31,2162.86,781.59,1695.74,5744.61,57.54,5.77,48.49,89.87,1913.16,407.58,1681.56,3857.37,86.19,10.51,60.03,118.55
2000,60,7603.43,16.04,7578.55,7630.73,7564.75,7.32,7554.98,7577.30,78.40,6.70,72.45,99.42,64.22,1.32,62.89,72.54,805.94,19.02,787.50,1029.12,2985.45,1348.15,1742.94,5348.15,136.99,6.49,120.27,162.30,2137.11,655.94,1692.92,4307.15,126.18,10.27,102.72,166.01
3000,60,17462.15,10.67,17445.50,17479.20,18704.37,22.60,18672.20,18752.90,121.54,6.14,114.25,146.44,104.15,2.15,101.91,118.68,1056.18,23.59,1035.28,1275.68,3559.61,1518.18,1772.41,6544.59,187.61,13.95,158.10,238.40,2451.12,929.61,1709.79,4776.07,173.23,14.32,144.61,439.18
4000,60,32145.13,20.48,32115.54,32177.83,32123.07,15.05,32101.10,32142.00,171.14,8.39,162.76,210.70,147.12,3.94,142.77,182.83,1484.65,31.48,1466.25,1692.59,4501.80,1701.30,1856.29,7391.93,235.18,18.16,211.49,510.25,2775.70,1160.75,1751.58,5264.70,216.57,20.22,183.57,470.20
5000,60,48005.57,1562.60,46518.78,49694.55,46078.07,10.57,46056.69,46093.59,255.93,71.44,228.94,759.41,231.46,71.61,210.28,741.54,1802.93,136.74,1709.12,2278.84,5496.93,1664.84,2114.77,8197.58,338.22,171.16,275.25,1624.61,3115.05,1305.26,1765.11,5982.19,318.33,150.46,263.94,1412.45
6000,60,72088.83,351.63,71294.81,72309.93,66695.41,784.95,65962.53,68859.19,318.74,78.76,272.52,823.03,282.39,76.34,241.23,765.34,1916.74,161.25,1800.29,2370.16,6375.72,1909.87,3267.51,12588.67,396.63,190.89,318.95,1647.87,3577.93,1496.50,1793.66,6621.06,388.99,186.12,319.54,1581.25
7000,60,101304.00,51.83,101216.91,101393.61,95425.96,51.81,95362.86,95509.01,378.72,82.96,327.96,894.87,352.17,80.95,307.58,867.26,2313.00,134.69,2142.56,2714.99,7261.21,2285.52,4052.28,14333.41,471.65,212.60,394.05,1892.91,3932.30,1602.81,1865.80,7295.89,449.42,184.33,375.27,1672.84
8000,60,138232.18,2104.21,133259.65,139260.42,130489.75,286.72,129693.40,130680.16,455.37,95.28,393.89,987.28,424.40,95.61,371.62,958.20,2525.11,165.05,2380.85,2921.39,7838.35,2631.25,4375.22,15267.09,532.97,243.12,444.78,1954.41,4190.04,1658.50,1932.60,7575.30,521.63,238.76,433.18,1887.48
9000,60,169502.52,49.69,169442.77,169604.07,159218.22,94.93,159008.17,159383.10,489.41,103.60,421.22,996.49,460.02,102.59,397.34,964.94,2620.18,230.44,2445.56,3152.88,9026.87,2905.17,5340.19,16074.06,627.28,295.17,517.80,2135.10,4423.70,1698.58,2054.15,7875.87,586.55,258.12,485.01,1910.59
10000,60,225546.72,99.12,225358.09,225694.81,209000.93,85.81,208883.99,209115.08,579.97,111.59,501.80,1122.76,551.91,110.20,477.75,1091.43,2905.81,235.26,2766.37,3409.73,9484.18,3030.14,5528.64,16771.22,681.49,308.16,568.94,2255.97,4507.55,1701.49,2095.31,7758.73,673.80,295.06,564.78,2171.29
20000,60,949985.98,209.01,949559.77,950285.43,926937.99,437.10,926278.89,927500.88,1229.59,151.94,1126.40,1738.06,1286.28,175.46,1106.31,1754.81,5577.77,278.16,5184.74,6172.50,13112.31,5239.47,6776.29,29282.01,1176.51,167.24,1003.54,1849.26,5982.19,1871.58,2544.01,9456.73,1200.24,195.89,1015.06,1876.81
30000,60,2075237.89,35340.00,2049371.20,2137826.53,2119074.05,321.29,2118476.21,2119559.89,1944.28,217.16,1749.61,2891.84,1849.17,240.97,1614.52,2600.05,35773.20,993.10,33975.56,37649.18,19503.69,8562.64,8689.53,32395.66,2244.24,483.25,1614.54,3573.22,7535.00,2699.68,3494.25,23580.30,2222.35,460.80,1584.72,3586.17
10,70,0.35,0.07,0.32,0.54,0.33,0.01,0.32,0.35,0.52,0.22,0.45,2.63,0.44,0.15,0.38,1.99,0.83,0.20,0.67,1.74,1683.73,48.03,1595.10,2150.04,27.68,4.64,18.18,44.04,1695.23,59.24,1600.04,2399.30,31.76,5.12,20.88,48.42
20,70,0.96,0.06,0.92,1.11,0.97,0.10,0.92,1.25,0.96,0.40,0.80,3.04,0.85,0.44,0.68,3.00,1.83,0.69,1.35,4.04,1691.10,55.98,1594.64,2211.62,30.89,4.70,20.84,43.78,1698.57,54.89,1599.77,2297.16,30.17,4.66,20.24,44.61
30,70,1.90,0.07,1.85,2.10,1.91,0.03,1.88,1.97,1.45,0.60,1.16,3.75,1.32,0.70,1.01,4.01,9.21,1.04,7.92,11.84,1702.61,68.56,1598.40,2335.98,34.97,6.00,24.08,53.66,1700.83,65.29,1605.47,2311.31,35.73,5.86,25.11,53.60
40,70,3.24,0.03,3.21,3.31,3.56,0.88,3.26,6.05,1.94,0.90,1.47,4.76,1.76,0.98,1.27,4.64,11.47,1.22,9.34,14.45,1713.38,80.00,1617.42,2525.06,29.41,4.62,19.88,43.77,1699.37,66.08,1602.24,2278.98,33.81,5.44,23.59,51.68
50,70,5.18,0.19,5.06,5.69,5.66,1.17,5.07,8.09,2.46,0.96,1.84,5.03,2.28,1.10,1.59,5.12,13.14,1.34,11.17,17.83,1705.91,88.93,1607.17,2472.37,29.84,4.68,20.77,44.91,1698.83,75.73,1587.00,2411.43,38.73,5.29,28.26,55.59
60,70,7.42,0.66,7.15,9.26,7.52,0.69,7.20,9.43,2.83,0.92,2.19,5.45,2.53,0.95,1.90,5.23,14.16,1.32,12.75,18.94,1707.49,96.49,1616.94,2530.02,34.19,4.77,23.37,49.74,1701.90,84.63,1606.86,2417.84,31.86,4.97,22.47,48.21
70,70,9.47,0.52,9.27,10.95,9.52,0.52,9.32,10.99,3.14,0.91,2.54,5.63,2.61,0.73,2.21,5.14,16.34,1.55,13.62,20.99,1715.97,129.47,1611.65,2582.41,29.46,4.27,20.62,42.20,1708.80,84.34,1608.44,2431.87,36.84,5.37,25.83,54.99
80,70,12.54,0.06,12.50,12.66,12.63,0.22,12.54,13.25,3.51,0.84,2.89,6.13,3.13,0.88,2.51,5.66,18.25,1.55,16.76,23.76,1712.95,109.23,1605.05,2621.84,37.77,4.83,27.38,52.25,1713.19,88.43,1615.54,2414.38,33.44,5.13,23.93,50.16
90,70,16.65,1.03,16.15,18.84,16.78,1.13,16.20,19.18,4.11,1.07,3.25,6.60,3.73,1.17,2.81,6.17,17.08,1.55,15.46,22.66,1712.98,117.23,1613.76,2811.10,34.05,5.13,22.98,49.46,1720.50,98.55,1621.35,2538.44,31.42,4.89,22.46,47.12
100,70,19.12,0.72,18.66,20.50,19.16,1.40,18.66,23.13,4.51,1.03,3.59,7.19,3.78,0.97,3.10,6.50,20.65,1.96,18.25,26.88,1715.66,115.69,1617.63,2567.14,35.49,4.76,25.60,50.99,1719.64,103.17,1614.67,2521.20,31.57,4.93,23.26,48.04
200,70,104.20,93.68,73.12,370.79,74.58,1.30,73.23,76.42,9.37,1.25,7.38,13.63,7.26,1.15,5.82,11.06,28.49,0.86,27.40,33.10,1760.28,204.84,1628.15,2895.62,34.72,4.44,26.73,48.09,1730.94,143.40,1616.01,2663.20,44.38,5.31,33.34,63.65
300,70,166.62,1.78,165.22,170.33,164.88,2.37,162.60,170.61,13.16,1.58,10.69,17.45,10.59,1.51,9.24,15.08,41.67,0.89,40.79,47.11,1798.86,254.38,1637.62,3097.43,37.46,4.31,29.33,51.99,1746.21,163.19,1629.12,2673.66,42.71,6.18,30.63,64.75
400,70,300.30,1.47,297.99,302.66,299.96,4.66,294.01,310.90,18.10,1.96,14.83,23.62,13.12,0.83,12.59,18.22,58.79,1.14,57.78,63.76,1837.51,307.58,1650.35,3255.39,51.45,4.84,41.56,66.25,1772.97,196.00,1634.78,2829.27,60.25,7.45,42.88,83.23
500,70,453.86,3.05,449.51,460.67,449.85,2.85,447.47,455.80,21.81,2.39,18.21,27.90,16.27,0.40,15.87,19.16,75.92,1.63,74.16,87.41,1840.87,280.03,1649.67,3333.23,45.06,4.47,37.51,58.69,1794.60,229.23,1646.90,2919.41,60.63,8.12,43.17,83.24
600,70,666.09,2.68,662.70,671.22,646.83,0.82,645.50,647.78,24.10,2.55,21.40,30.89,19.54,1.68,18.47,26.65,103.22,2.79,101.13,129.64,1930.80,452.13,1658.61,3692.44,55.51,5.83,40.73,82.21,1816.70,270.83,1639.97,3285.59,56.65,8.88,37.72,83.02
700,70,872.54,1.82,869.97,875.38,848.30,3.84,841.60,854.04,27.83,2.64,24.81,34.91,22.49,1.73,21.38,29.95,421.22,5.61,415.44,471.18,1977.83,517.97,1665.35,3789.02,48.70,4.19,41.88,67.21,1826.69,288.77,1641.93,3508.55,76.04,8.79,57.38,103.18
800,70,1148.75,39.68,1064.93,1174.93,1127.87,2.98,1122.11,1133.18,32.70,3.91,28.05,42.24,25.45,0.61,24.73,29.29,467.01,7.68,453.41,554.80,2017.73,553.25,1678.05,3963.81,57.36,5.20,48.67,77.13,1855.24,309.57,1669.87,3386.02,77.69,10.23,51.40,105.90
900,70,1455.85,27.10,1400.19,1480.24,1424.35,3.28,1417.25,1427.67,36.11,3.64,32.34,45.64,28.70,0.66,28.01,32.73,506.55,7.05,495.31,562.90,2105.29,669.60,1676.93,4114.32,70.86,13.99,51.37,118.29,1874.91,339.97,1661.82,3402.33,75.74,9.57,56.01,100.75
1000,70,1766.96,29.46,1711.66,1796.45,1742.82,4.96,1738.80,1755.55,40.45,4.42,36.01,52.02,31.93,0.71,31.21,36.39,538.29,13.53,527.43,744.65,2109.86,656.33,1675.21,4337.96,63.00,7.76,51.67,95.15,1902.65,396.33,1657.85,3921.57,77.75,9.72,54.22,106.06
2000,70,6717.15,10.59,6695.92,6735.11,6754.24,4.89,6748.53,6761.77,76.35,5.76,71.16,95.38,63.13,1.13,61.70,69.29,776.29,16.92,756.85,992.59,3078.87,1407.24,1738.26,5377.35,135.50,9.83,111.75,164.79,2158.79,686.93,1708.08,5112.99,131.02,8.38,111.26,159.62
3000,70,15069.44,10.75,15054.38,15086.44,15043.20,7.70,15027.41,15053.60,118.03,8.21,110.29,151.78,99.06,2.05,96.52,115.96,988.47,25.83,968.14,1210.06,3567.79,1522.17,1814.49,6560.73,186.15,17.50,162.46,446.05,2444.49,918.41,1731.09,4898.90,195.38,24.12,154.09,471.45
4000,70,27140.69,10.02,27126.68,27154.25,26760.50,14.74,26739.68,26785.76,165.06,8.87,158.38,203.37,142.84,3.39,138.65,167.99,1428.62,30.98,1405.38,1637.42,4562.13,1713.31,1888.98,7396.98,227.27,18.22,200.78,497.09,2824.61,1193.45,1749.45,5261.44,223.95,22.16,192.04,498.75
5000,70,41834.43,14.85,41812.60,41857.08,41851.56,21.80,41815.73,41876.62,253.75,69.23,220.55,731.39,227.77,65.35,210.30,702.70,1710.32,126.54,1640.05,2205.49,5384.40,1706.68,2053.33,8149.83,345.18,168.66,283.58,1591.20,3109.16,1307.88,1760.86,5927.72,291.37,135.74,232.23,1262.82
6000,70,68357.07,31.46,68298.12,68411.87,67601.31,1807.94,64409.27,68730.49,303.40,74.78,276.61,764.14,275.39,73.37,249.74,744.70,2015.30,158.67,1926.52,2561.69,6313.32,1910.47,3203.76,12518.64,395.21,171.08,321.72,1550.47,3545.56,1466.20,1804.93,6509.40,351.16,149.60,288.60,1351.58
7000,70,95975.90,58.80,95903.47,96094.02,91644.87,56.21,91591.01,91742.41,360.21,78.30,327.85,832.30,334.72,73.59,307.17,806.49,2250.04,137.99,2156.96,2667.23,7245.81,2325.74,3985.18,14319.06,445.05,172.20,362.48,1619.17,3817.32,1559.88,1830.33,7015.00,428.82,177.13,357.06,1625.82
8000,70,124061.60,46.53,123971.70,124145.84,116893.69,44.56,116823.82,116975.71,413.37,85.48,381.62,890.25,386.00,84.33,356.92,859.11,2406.11,174.86,2280.00,2817.69,8043.28,2716.16,4501.12,15026.60,508.01,231.98,425.73,1846.21,4175.33,1662.01,1957.30,7536.83,458.45,189.08,375.41,1539.48
9000,70,168517.68,65.78,168382.20,168642.60,155550.89,412.49,155297.43,156690.61,491.20,103.42,445.76,983.96,460.92,101.09,419.81,953.17,2759.92,255.60,2600.02,3412.81,8846.68,2877.00,5200.67,16251.67,590.18,262.87,493.56,2020.79,4421.75,1679.05,2065.74,7641.58,569.66,257.12,467.54,1887.29
10000,70,205258.47,78.88,205145.29,205419.10,194038.53,37.60,193975.61,194088.73,553.10,105.19,504.28,1053.26,524.47,104.28,479.35,1031.95,3001.74,267.86,2824.64,3579.36,9486.81,3059.44,5502.39,16861.29,691.61,322.66,578.11,2452.40,4523.63,1708.26,2101.21,7779.88,662.53,271.10,555.72,2049.42
20000,70,883655.61,226.12,883354.56,883997.57,861530.34,479.35,860969.49,862378.24,1288.39,316.43,1143.30,2129.75,1205.83,230.38,1102.66,1810.62,5764.80,285.35,5372.24,6402.57,13428.71,5395.10,7433.91,29521.10,1242.27,226.85,1071.34,2558.47,6001.76,1873.75,2568.95,10038.21,1214.14,182.92,1028.40,1867.98
30000,70,2020620.39,17540.64,1982587.35,2030634.41,1942754.07,303.85,1942134.00,1943180.18,2042.77,283.66,1800.37,3064.64,1984.38,294.20,1749.96,2710.74,38032.46,418.63,37121.92,39300.09,18814.59,7972.45,8417.62,30105.62,2279.18,413.52,1730.35,3778.87,7315.52,2245.85,3688.02,20568.15,2142.95,414.16,1655.82,3457.54
10,80,0.60,0.95,0.29,3.32,0.29,0.01,0.28,0.31,0.52,0.18,0.45,1.99,0.41,0.14,0.37,1.35,1.12,0.61,0.84,4.22,1693.30,46.80,1607.59,2168.64,32.71,4.74,22.55,45.93,1702.14,51.78,1602.41,2173.75,30.55,5.25,19.33,45.29
20,80,1.09,0.66,0.87,2.98,0.90,0.01,0.88,0.91,1.02,0.46,0.83,3.33,0.85,0.39,0.70,3.08,3.13,0.78,2.57,5.77,1701.16,58.08,1605.98,2249.61,34.36,4.97,23.97,49.19,1707.42,66.95,1607.02,2464.50,31.93,4.77,21.96,47.38
30,80,1.99,0.77,1.71,4.19,1.79,0.12,1.73,2.13,1.51,0.71,1.16,3.92,1.37,0.80,1.00,4.27,6.62,1.15,5.48,8.97,1696.44,63.61,1594.78,2266.32,35.78,5.87,23.56,53.83,1703.83,66.14,1599.96,2428.56,35.80,6.67,21.94,56.43
40,80,3.23,0.36,3.09,4.27,3.24,0.31,3.13,4.14,1.86,0.67,1.51,4.18,1.69,0.77,1.30,4.43,10.58,1.07,8.82,13.44,1705.86,80.11,1610.64,2509.75,32.69,4.95,23.08,46.49,1703.29,71.86,1603.55,2390.74,33.51,5.33,22.54,51.27
50,80,5.15,0.50,4.92,6.52,5.11,0.50,4.91,6.53,2.35,0.73,1.88,4.96,2.04,0.77,1.63,5.04,12.12,1.00,10.28,15.70,1712.72,102.26,1611.33,2523.28,31.25,4.53,22.20,47.11,1703.04,74.90,1609.69,2350.50,30.14,4.91,20.70,44.09
60,80,6.54,0.56,6.27,7.82,6.50,0.69,6.26,8.45,2.78,0.84,2.22,5.23,2.24,0.71,1.91,5.48,14.00,1.21,12.02,18.35,1701.84,91.39,1605.93,2513.57,38.41,4.92,27.27,52.99,1710.06,87.40,1616.42,2432.91,35.41,5.13,25.30,52.27
70,80,9.37,1.81,8.69,14.47,8.89,0.29,8.74,9.65,3.13,0.81,2.59,5.78,2.77,0.84,2.23,5.36,16.18,1.42,14.83,20.79,1704.10,98.27,1604.74,2411.92,36.14,4.84,25.28,49.77,1710.98,93.91,1612.40,2520.38,33.73,5.15,24.51,49.92
80,80,11.27,0.72,11.02,13.33,11.40,0.91,11.08,13.97,3.75,1.08,2.95,6.36,3.43,1.20,2.55,6.13,18.56,2.13,16.21,24.61,1712.40,116.23,1605.31,2640.11,29.85,4.56,20.54,46.12,1706.60,98.18,1617.61,2574.57,37.92,5.30,27.29,56.47
90,80,14.33,0.59,13.98,15.55,14.64,0.87,14.07,16.08,4.28,0.99,3.34,6.47,3.86,1.07,2.86,6.15,17.04,1.35,15.74,21.48,1716.58,113.23,1613.98,2541.55,35.42,5.17,24.58,52.56,1710.11,95.44,1614.87,2507.11,30.93,4.89,21.24,45.07
100,80,17.94,0.92,17.41,20.08,17.50,0.07,17.43,17.63,4.51,0.97,3.66,7.13,3.93,1.03,3.15,6.71,20.46,1.95,18.34,26.33,1716.01,120.26,1612.74,2567.98,39.55,4.66,28.96,52.57,1719.37,95.18,1626.54,2539.29,35.60,5.07,26.06,55.46
200,80,69.86,1.73,68.90,74.65,69.90,1.66,68.83,74.22,8.40,1.01,7.46,12.50,7.42,1.02,5.84,11.19,28.71,1.21,27.54,35.01,1756.30,202.57,1626.14,2832.21,33.26,4.41,25.07,46.72,1735.94,144.50,1616.88,2687.80,46.67,5.68,35.90,67.56
300,80,156.33,1.48,154.55,158.58,153.58,2.25,151.04,158.65,13.15,1.59,11.11,17.48,10.81,1.49,9.26,15.03,41.29,0.85,40.37,45.48,1795.24,254.35,1641.04,3028.50,50.97,4.95,39.56,65.77,1751.51,163.03,1630.00,2700.39,45.29,6.46,32.23,64.16
400,80,273.28,1.70,270.71,275.78,270.08,2.65,266.91,274.79,17.85,2.26,14.59,23.32,13.82,1.53,12.67,19.25,51.19,1.02,50.22,56.78,1842.68,308.98,1648.71,3196.69,38.46,3.82,31.07,52.88,1776.41,193.09,1631.15,2863.38,49.79,7.22,35.37,70.11
500,80,424.98,1.96,422.89,428.54,423.03,1.58,421.29,426.22,21.72,2.17,18.54,27.82,16.37,0.42,15.98,19.58,67.96,1.31,66.77,77.85,1885.66,384.75,1652.37,3475.57,54.92,6.64,40.47,72.97,1791.89,223.41,1641.65,2891.46,64.92,7.88,46.69,86.79
600,80,602.36,2.29,598.89,605.61,597.77,2.15,595.15,601.46,25.81,2.60,22.08,32.20,19.63,0.54,19.16,23.50,378.62,9.85,365.17,425.20,1921.19,443.17,1649.35,3517.73,51.32,4.76,43.39,67.06,1815.84,267.94,1647.14,3545.31,61.47,8.15,44.16,81.78
